gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction
AKAP17A,ENSG00000197976,-0.602165429281787,0.00229233441779293,-0.348875477555663,0.0488806500256344,trans,Towards UnRx
AKAP8,ENSG00000105127,-0.605867896225286,0.00246933393788645,-0.293889497900136,0.0814472202251812,trans,Towards UnRx
AKAP8L,ENSG00000011243,-0.548631611283437,0.00204929006056414,-0.0693416920224436,0.702756007642205,trans,Towards UnRx
AKR1A1,ENSG00000117448,-0.635791079282792,0.00115383005923932,-1.21066666949252,4.17419604365991e-17,trans,Towards UnRx
AKR7A2,ENSG00000053371,-0.599188397297918,0.00201133099228013,-0.427067224199021,0.00623665357507701,trans,Towards UnRx
AKTIP,ENSG00000166971,-0.668535285499205,0.000626297961957789,-0.892791470678434,4.2148775815413e-08,trans,Towards UnRx
ALDH1A3,ENSG00000184254,-0.967171018469092,0.00014407917464975,-1.08347533287525,1.55128054184571e-08,trans,Towards UnRx
ALDOA,ENSG00000149925,-0.953635280538926,1.74027971997111e-06,-0.345246126816238,0.0650051850137459,trans,Towards UnRx
ALG3,ENSG00000214160,-0.594369203095237,0.000219794295504431,-0.660184268380274,1.44571375052289e-07,trans,Towards UnRx
ALG5,ENSG00000120697,-0.611524038729206,0.000320749857294022,-0.946915421797407,3.53391262183092e-13,trans,Towards UnRx
ALYREF,ENSG00000183684,-0.812328704119518,6.66212325497667e-05,-1.28729360968969,3.88806099846316e-14,trans,Towards UnRx
ANAPC11,ENSG00000141552,1.48492147551215,1.39391076374297e-25,1.28799111877224,2.80237397592622e-35,trans,Towards UnRx
ANGPTL4,ENSG00000167772,-1.99638766967845,4.86495924516847e-13,-1.65282562787633,4.28927346110241e-10,trans,Towards UnRx
ANKHD1,ENSG00000131503,-0.74083959427237,0.000575400395495373,-0.265542278729432,0.212914962940616,trans,Towards UnRx
ANKLE2,ENSG00000176915,-0.549929260201592,0.00847766740885056,0.289994910792293,0.0815982706806593,trans,Away from UnRx
ANKRD10,ENSG00000088448,-0.765599534332291,0.000179244641215536,-0.333366114769873,0.0500082488664225,trans,Towards UnRx
ANKRD36B,ENSG00000196912,-0.716862850379197,0.00244609338936102,-0.173036899475576,0.447810812003304,trans,Towards UnRx
ANKRD49,ENSG00000168876,1.20120382545022,1.26367879004756e-09,1.30790877461732,1.53881804109158e-17,trans,Towards UnRx
ANKZF1,ENSG00000163516,-0.613471960689876,0.00204736113421537,-0.443598488223548,0.0122275042287146,trans,Towards UnRx
ANXA1,ENSG00000135046,-1.27465860701576,9.47775654390363e-07,-1.51529618995807,1.66404031115775e-11,trans,Towards UnRx
ANXA11,ENSG00000122359,-0.569970713181593,0.00247792133959944,-0.798793133575637,1.52945758492679e-07,trans,Towards UnRx
ANXA2,ENSG00000182718,-0.700350404413855,1.29088609956575e-09,-0.639314328669062,2.94198920826163e-11,trans,Towards UnRx
ANXA3,ENSG00000138772,-1.38477569157198,8.75073978515108e-07,-1.92185674590658,2.52810602221306e-15,trans,Towards UnRx
AP1M2,ENSG00000129354,-0.746892359818414,7.42426019894331e-07,-0.32787022920423,0.0107028783675231,trans,Towards UnRx
AP1S1,ENSG00000106367,-0.685333514285049,1.15449142620139e-08,-1.17534984925604,7.34642966881792e-36,trans,Towards UnRx
AP2B1,ENSG00000006125,1.39318819669838,3.81270053928022e-16,1.56813425570083,8.62746475296075e-30,trans,Towards UnRx
AP3S1,ENSG00000177879,-0.675393950988056,0.000105833074594281,-0.602297034400496,8.54738414104787e-05,trans,Towards UnRx
APCDD1L,ENSG00000198768,-0.799059387199007,0.000804574163276793,-0.957498703589688,3.37462362508372e-07,trans,Towards UnRx
APMAP,ENSG00000101474,-0.705571156609609,0.000110573445981559,-0.226218317801705,0.149191419978081,trans,Towards UnRx
APOBEC3B,ENSG00000179750,-1.3257719660956,2.42810461904947e-09,-0.410517088080575,0.0369955898006922,trans,Towards UnRx
APOE,ENSG00000130203,-1.02497656127044,9.97914248852153e-07,-0.865194693356801,3.2563535765389e-06,trans,Towards UnRx
APPL1,ENSG00000157500,1.0159580467804,2.17783267741716e-08,0.954981324822087,3.28920002966097e-11,trans,Towards UnRx
ARF1,ENSG00000143761,-0.728602769317969,3.78097823042889e-16,-0.687019530777092,4.17280565560464e-23,trans,Towards UnRx
ARF4,ENSG00000168374,-0.601922001656918,4.07072508750838e-05,-0.594036800735392,5.15423795884582e-07,trans,Towards UnRx
ARF5,ENSG00000004059,-0.80641399614208,1.64895236007105e-13,-0.69882930168719,2.31627575103994e-17,trans,Towards UnRx
ARFGAP2,ENSG00000149182,-0.519948984767682,0.00577721274490756,-0.245008749626404,0.146331949236882,trans,Towards UnRx
ARFIP2,ENSG00000132254,-0.507219980005611,0.00734847906003579,-0.390255101520178,0.0165301317847876,trans,Towards UnRx
ARFRP1,ENSG00000101246,-0.569202279784348,0.00531641303015892,-0.491804823531792,0.00465597397003149,trans,Towards UnRx
ARHGAP1,ENSG00000175220,0.682568225602833,0.000636494938486916,0.709927188017815,6.17858270014514e-06,trans,Towards UnRx
ARHGAP26,ENSG00000145819,-0.710285999346304,0.00477625169323191,-1.11353269181834,5.56261395939123e-09,trans,Towards UnRx
ARHGAP29,ENSG00000137962,-1.09529439640485,1.06462869879154e-07,-1.01937966258656,1.38453237238751e-08,trans,Towards UnRx
ARHGAP45,ENSG00000180448,-0.600005513033993,0.000999583489556792,-0.440965771423714,0.00391442144027802,trans,Towards UnRx
ARHGDIA,ENSG00000141522,-0.959754142750518,2.52622784664267e-10,-0.823249720628487,1.36366379273567e-11,trans,Towards UnRx
ARHGDIB,ENSG00000111348,-1.08311554421466,7.06802392428836e-08,-2.12340647059241,9.68113813226237e-35,trans,Towards UnRx
ARL13B,ENSG00000169379,-0.582907410315742,0.00997569789213693,-0.126110177713413,0.556913622234876,trans,Towards UnRx
ARL16,ENSG00000214087,-0.724700133082995,1.20955415242794e-05,-0.380304178198458,0.00669317722088238,trans,Towards UnRx
ARL4A,ENSG00000122644,-0.872613052193396,7.98975369758615e-06,-1.00715754041958,3.93683824930763e-10,trans,Towards UnRx
ARL4C,ENSG00000188042,-1.24424166198234,1.14965602039935e-08,-0.846768734458671,1.14902379789214e-05,trans,Towards UnRx
ARL4D,ENSG00000175906,-0.911580174762064,4.73822060486734e-05,-0.27202277766933,0.194620113372753,trans,Towards UnRx
ARL5A,ENSG00000162980,-0.674289628783572,0.00163073004187432,-0.112826731455977,0.560958229807725,trans,Towards UnRx
ARL6IP5,ENSG00000144746,-0.579806540630284,8.46675868344452e-05,-0.951765422938139,1.30146216623794e-15,trans,Towards UnRx
ARL6IP6,ENSG00000177917,-0.727356912838465,0.00222320166617327,-0.331119407899898,0.132657864944797,trans,Towards UnRx
ARL8A,ENSG00000143862,-0.734505598509948,3.46745274467301e-08,-0.560207732722497,4.74800355157636e-07,trans,Towards UnRx
ARL8B,ENSG00000134108,-0.524347449865231,0.000192498906055121,-0.28693390895679,0.0183359492654718,trans,Towards UnRx
ARMC10,ENSG00000170632,-0.768193862323896,2.4208548381388e-08,-0.664491427082532,2.9000798915745e-08,trans,Towards UnRx
ARMC8,ENSG00000114098,-0.646206090915944,0.00195580948312574,-0.745370077296069,1.7370362533391e-05,trans,Towards UnRx
ARPC1A,ENSG00000241685,-0.614587462443822,1.2448459273426e-07,-1.2082797659746,7.74517216683127e-39,trans,Towards UnRx
ARPC1B,ENSG00000130429,-1.08003531846997,5.06403984205344e-13,-0.853048580759031,1.32443774093684e-12,trans,Towards UnRx
ARPC2,ENSG00000163466,-0.563535376184068,3.46268014614003e-10,-0.734292924181416,3.24347418310057e-27,trans,Towards UnRx
ARPC4,ENSG00000241553,-0.610462676751557,3.6745838371745e-05,-0.975840356142807,1.0300962017072e-17,trans,Towards UnRx
ARRDC1,ENSG00000197070,-0.516002092140708,0.00509944629505606,-0.447030851993346,0.00280555850640978,trans,Towards UnRx
ART3,ENSG00000156219,0.699043297474712,0.00499896618617936,0.834898356819315,5.12598698316563e-06,trans,Towards UnRx
ARV1,ENSG00000173409,-0.524171973679676,0.00490241501556687,-0.71292535236067,2.9100120434528e-07,trans,Towards UnRx
ASL,ENSG00000126522,-0.629838556425191,0.00520023617155223,-0.862625284548997,1.64162829424264e-06,trans,Towards UnRx
ASMTL,ENSG00000169093,-0.823366169489033,0.000119432284117842,-0.343148413735415,0.0828735251737254,trans,Towards UnRx
ASNA1,ENSG00000198356,-0.789101546117748,7.60696966520038e-07,-0.658703516115247,4.73480252766004e-07,trans,Towards UnRx
ATAD2,ENSG00000156802,0.898727611147499,6.6271852665029e-05,1.19315039233429,1.22148651675087e-12,trans,Towards UnRx
ATAD3A,ENSG00000197785,-0.528264220809046,0.00751822061372595,-0.480909308957162,0.00418163634557634,trans,Towards UnRx
ATF3,ENSG00000162772,-1.12731451067616,5.36075398090305e-09,-0.637534995504436,0.000156359087284696,trans,Towards UnRx
ATF4,ENSG00000128272,-0.748617843075609,3.89959529782852e-07,-0.186241770341667,0.146960613070467,trans,Towards UnRx
ATF7,ENSG00000170653,0.642181951094592,0.00871528184791855,0.0666661618830416,0.740766249796735,trans,Towards UnRx
ATOX1,ENSG00000177556,2.3216749655929,9.05194584173184e-49,2.40280611469644,1.00960287089724e-87,trans,Towards UnRx
ATP1B1,ENSG00000143153,-1.7226729645448,4.37631743009127e-12,-2.08575582367573,8.69036314172448e-26,trans,Towards UnRx
ATP6AP2,ENSG00000182220,-0.582134395530793,2.10766875633051e-06,-0.535119238650684,6.14417449404245e-08,trans,Towards UnRx
ATP6V0B,ENSG00000117410,-0.766446956486048,1.34694219967334e-09,-1.35229853446184,5.0295775282138e-43,cis,Towards UnRx
ATP6V0E2,ENSG00000171130,-0.679649325096684,0.00317748205350193,-1.13114461029086,1.32891446394841e-09,trans,Towards UnRx
ATP6V1B1,ENSG00000116039,-1.10922509253964,2.09263487117615e-06,-0.311653482118826,0.0993145389124755,trans,Towards UnRx
ATP6V1C2,ENSG00000143882,-0.684318248957068,0.00246933393788645,-0.145252572078194,0.501656982845309,trans,Towards UnRx
ATP6V1F,ENSG00000128524,0.745796671003317,6.82019229575973e-12,1.04888165484387,8.73395183427878e-39,trans,Towards UnRx
ATP9A,ENSG00000054793,0.643716635886666,0.00521320522615274,0.843345493288892,1.56831439469971e-06,trans,Towards UnRx
ATXN7L3B,ENSG00000253719,0.762766060155021,0.000120949144271217,1.26303982372562,1.18511167991432e-16,trans,Towards UnRx
AURKA,ENSG00000087586,0.839906977744511,0.00236600377326066,0.630866240539228,0.00265803189912092,trans,Towards UnRx
AUTS2,ENSG00000158321,0.66302023161906,0.00363704577263003,0.240742381367805,0.198856074770336,trans,Towards UnRx
AZIN1,ENSG00000155096,-0.742678329936811,7.98975369758615e-06,0.0985067543468683,0.560217370965566,cis,Away from UnRx
B3GALNT2,ENSG00000162885,-0.916037761116244,4.95706761744177e-08,-0.752368378917423,1.84699838357572e-08,cis,Towards UnRx
B3GALT6,ENSG00000176022,-0.525419156758533,0.00360970324093412,-0.773165621023505,4.26102450656491e-08,trans,Towards UnRx
B3GAT3,ENSG00000149541,-0.552763487534306,0.000588524567267773,-0.16272813454345,0.251697573732327,trans,Towards UnRx
B3GNT5,ENSG00000176597,-0.610296789313933,0.00821645000442525,-0.795711266287274,5.78774451907236e-06,trans,Towards UnRx
B4GALT2,ENSG00000117411,-0.701188414791809,0.000483534426752932,-1.42242448055404,5.16673653275302e-21,cis,Towards UnRx
B4GALT3,ENSG00000158850,-0.715298014023208,7.24852450653229e-08,-0.815849334735528,2.429193294979e-15,trans,Towards UnRx
B4GALT5,ENSG00000158470,0.57141800196854,0.0043097104378845,0.668455558312378,2.20317461870592e-05,trans,Towards UnRx
BABAM2,ENSG00000158019,-0.733916956766922,0.000121598243058828,-0.290347313916818,0.0976712740552159,trans,Towards UnRx
BAIAP2,ENSG00000175866,-1.09588338786627,1.1931091173657e-09,-0.845308838624598,5.59206665638675e-08,trans,Towards UnRx
BAMBI,ENSG00000095739,-0.91749722006336,0.000201543170013978,-1.11582222395216,1.71029770240231e-07,trans,Towards UnRx
BANP,ENSG00000172530,-0.834604922022634,6.34007660118621e-05,-0.168806357721531,0.358795681425075,trans,Towards UnRx
BARX2,ENSG00000043039,-0.808836567872554,0.00104188545553523,-1.95791113589176,1.47696458440598e-27,cis,Towards UnRx
BASP1,ENSG00000176788,-0.868552187466102,0.00266665347790625,-0.347561695123844,0.157214933771471,trans,Towards UnRx
BBC3,ENSG00000105327,-1.40579939124087,1.53199603874533e-08,-0.192276929384611,0.353178237745421,trans,Towards UnRx
BBS7,ENSG00000138686,0.702397085927871,0.000605832577221615,0.845290677409526,5.09061783534981e-08,trans,Towards UnRx
BCAM,ENSG00000187244,-0.792468119885095,0.000873649045959424,-0.830806770381927,1.24771469585467e-05,trans,Towards UnRx
BCAS2,ENSG00000116752,-0.805242723113255,2.09263487117615e-06,-1.10891560901169,6.03419567750581e-16,cis,Towards UnRx
BCKDK,ENSG00000103507,-0.677365276651884,9.24830525025217e-05,-1.02612735186302,2.96194475258408e-13,trans,Towards UnRx
BCL11A,ENSG00000119866,0.94919532902277,1.55506214940183e-05,0.133755214275878,0.53651875909066,trans,Towards UnRx
BCL3,ENSG00000069399,0.743403865735428,0.000403091847820386,0.959616087154852,2.21419804733742e-09,trans,Towards UnRx
BCL7A,ENSG00000110987,0.844042304958633,0.000211014834759115,0.830515360246711,2.83939403616294e-06,trans,Towards UnRx
BDH2,ENSG00000164039,-0.731034808887142,0.0024700516217079,-0.659883077184594,0.00060097807040932,trans,Towards UnRx
BEX2,ENSG00000133134,0.514274598622737,0.0043097104378845,0.668998704687215,2.36970580652873e-06,trans,Towards UnRx
BEX3,ENSG00000166681,0.608856232431454,1.31006029703019e-05,0.557867131987782,8.13793913321146e-07,trans,Towards UnRx
BHLHE40,ENSG00000134107,-1.0785412922575,2.23401102577283e-12,-0.391968918263499,0.0100293294733275,trans,Towards UnRx
BIN3,ENSG00000147439,-0.73871688207373,0.000825371748233027,-0.74060654788554,3.01235941317148e-05,trans,Towards UnRx
BLOC1S1,ENSG00000135441,1.91273934473917,9.82611000687674e-22,1.76184532513364,5.97707148062333e-35,trans,Towards UnRx
BLOC1S4,ENSG00000186222,-0.575687803519784,0.00313275277717799,-0.709657769924313,1.63095519394055e-06,trans,Towards UnRx
BLVRA,ENSG00000106605,-0.647374647399702,3.08667095395109e-05,-0.799171788991466,5.23664749270596e-10,trans,Towards UnRx
BNIP3L,ENSG00000104765,-0.898338430477829,7.81182519011167e-07,-1.1488265203151,3.6597403394225e-13,trans,Towards UnRx
BOD1,ENSG00000145919,-0.538281351292491,0.000333191045227034,-0.472686591039063,5.08793764893487e-05,trans,Towards UnRx
BOK,ENSG00000176720,-0.888917680872266,2.07423313233073e-05,-0.901042081807919,3.80942022088419e-07,trans,Towards UnRx
BOLA3,ENSG00000163170,1.90312085156161,4.38211146322445e-22,1.92074511381708,2.50278814679877e-41,trans,Towards UnRx
BPGM,ENSG00000172331,-0.789995283945089,0.000216899209206261,-1.04767472205413,4.49156751782766e-09,trans,Towards UnRx
BRD2,ENSG00000204256,-0.70427933579289,1.30391219143777e-06,-0.264559629741726,0.0478939954889904,trans,Towards UnRx
BRD7,ENSG00000166164,0.549442674282878,8.92453269721986e-05,0.475766282388889,2.2107770273436e-05,trans,Towards UnRx
BRD8,ENSG00000112983,0.873812258190444,8.54560185495567e-05,1.01385803429286,1.15763547453105e-09,trans,Towards UnRx
BRD9,ENSG00000028310,0.815480238423259,8.54560185495567e-05,0.964622330583707,6.57032981247528e-10,trans,Towards UnRx
BRF2,ENSG00000104221,-0.828250216485969,0.000216316220090223,-0.290376786675472,0.139952979502033,trans,Towards UnRx
BRIX1,ENSG00000113460,-0.787553720644094,1.62159693633988e-05,-0.500095773479278,0.00070932851864959,trans,Towards UnRx
BRMS1,ENSG00000174744,-0.549426330843131,0.00245148123371082,-0.529938613807123,0.000328659150643808,trans,Towards UnRx
BSG,ENSG00000172270,-0.83580860830605,1.07660717594615e-12,-0.915100569281648,4.52573360670192e-24,trans,Towards UnRx
BST2,ENSG00000130303,2.07512986310402,5.77776690571146e-20,1.56299891017433,9.26382317948655e-18,trans,Towards UnRx
BTF3,ENSG00000145741,-0.52566479938245,7.25908449552679e-08,-0.549314720186175,4.90545257377642e-12,trans,Towards UnRx
BUB3,ENSG00000154473,-0.56648036521225,0.00307490797114206,-0.353138931335797,0.0392311702358494,trans,Towards UnRx
BUD31,ENSG00000106245,-0.633597081313233,2.87385593591074e-06,-0.628591435587525,1.30665613752045e-09,trans,Towards UnRx
BYSL,ENSG00000112578,-0.599306600363003,0.00174286189678366,-0.606995765949058,0.000233686226238114,trans,Towards UnRx
C11orf96,ENSG00000187479,-1.67219638557768,1.8316436824758e-06,-1.60154267695696,1.42495336684656e-06,trans,Towards UnRx
C12orf10,ENSG00000139637,-0.750341672683183,0.000558041219563108,-0.648453919915889,0.000270053422187104,trans,Towards UnRx
C12orf45,ENSG00000151131,1.12816963525882,3.46426469472093e-09,1.21533871261752,2.321687268185e-16,trans,Towards UnRx
C12orf57,ENSG00000111678,1.5250125743168,2.72465183948871e-19,2.38394219348395,1.22924180396362e-65,trans,Towards UnRx
C14orf119,ENSG00000179933,-0.726428892960723,2.46155445102272e-05,-0.631455233898091,1.36190378001454e-05,trans,Towards UnRx
C15orf61,ENSG00000189227,1.16467403663033,1.32651069491239e-09,1.21556736454075,3.03839917684358e-16,trans,Towards UnRx
C16orf74,ENSG00000154102,-0.721349871214389,0.000374020897824863,-0.693212653996201,2.23273297805767e-05,trans,Towards UnRx
C17orf75,ENSG00000108666,-0.553345019818011,0.00546718376559732,-0.411251325801417,0.0155103842075676,trans,Towards UnRx
C18orf32,ENSG00000177576,-0.578311910405074,0.00489304695575679,0.87162206587843,1.44430358938356e-06,trans,Away from UnRx
C19orf12,ENSG00000131943,-0.650765011201653,0.000931153049913558,-1.0858013261886,3.52000294257005e-13,cis,Towards UnRx
C19orf25,ENSG00000119559,-0.76887005511516,0.000237897363007158,-0.616472064934434,0.000564630911796543,trans,Towards UnRx
C19orf53,ENSG00000104979,1.45791942115931,3.70232788357723e-31,1.99259341323368,4.29345345434184e-72,trans,Towards UnRx
C19orf70,ENSG00000174917,1.76595163549551,2.53008530745967e-27,1.94950987993739,3.18163135067932e-51,trans,Towards UnRx
C1GALT1,ENSG00000106392,-0.580120090454069,0.00121955176008302,0.0255100589763053,0.896634912076162,trans,Away from UnRx
C1orf123,ENSG00000162384,-0.67676360069002,0.00169138489796195,-1.00835525040191,2.63464667604177e-09,trans,Towards UnRx
C1orf131,ENSG00000143633,0.652491666336189,6.22913460770863e-05,0.837797089112674,1.92482605611469e-10,trans,Towards UnRx
C1orf35,ENSG00000143793,0.734864332049368,3.34427586243685e-06,0.908422350503597,7.94895235811519e-13,trans,Towards UnRx
C1S,ENSG00000182326,1.27612813550838,1.6680956924989e-08,0.982455264877915,8.4306913902076e-08,trans,Towards UnRx
C21orf58,ENSG00000160298,0.84602746123288,0.000109012479067194,1.24476754335683,1.65877549078352e-13,trans,Towards UnRx
C2orf74,ENSG00000237651,0.629809953305592,0.00143404383092698,0.520500159975992,0.00063253836821223,trans,Towards UnRx
C3,ENSG00000125730,1.03760046750397,2.99218380661196e-10,1.1266150031903,6.93868380208813e-15,trans,Towards UnRx
C4orf3,ENSG00000164096,0.721452012819075,4.41009124208709e-07,1.2321640945586,6.28212927962792e-27,trans,Towards UnRx
C4orf48,ENSG00000243449,2.32504753095579,5.86820722415619e-33,2.97749515301935,3.95821410957412e-91,trans,Towards UnRx
C5orf24,ENSG00000181904,0.925034837024246,8.58315739014368e-07,0.720407717208137,1.14487884122007e-06,trans,Towards UnRx
C5orf38,ENSG00000186493,-0.5860385507678,0.00546718376559732,-0.389774642308684,0.0460852005357794,trans,Towards UnRx
C6orf226,ENSG00000221821,1.57586818963902,9.28555314746741e-16,1.8869031172578,1.61092019541216e-37,trans,Towards UnRx
C7orf50,ENSG00000146540,-0.619986018866664,0.000393825100979897,-0.589641868577224,3.81801841417318e-05,trans,Towards UnRx
C8orf59,ENSG00000176731,1.40030762935765,7.30776176138562e-24,2.06657421178509,3.91725057408486e-66,trans,Towards UnRx
C9orf16,ENSG00000171159,1.20735283375658,5.429759977966e-22,1.32727056477673,1.17355830091482e-40,trans,Towards UnRx
CA2,ENSG00000104267,-1.65918648043255,3.0366125717334e-10,-0.922044107224612,5.33713001368805e-05,trans,Towards UnRx
CA9,ENSG00000107159,-0.784104540523365,0.00481194405912058,-0.0563091929669141,0.822975020366587,trans,Towards UnRx
CABYR,ENSG00000154040,0.63285097491497,0.00555136901171834,-0.0150618386244897,0.942335234759967,trans,Away from UnRx
CALB2,ENSG00000172137,-1.10749181374541,4.01381899871147e-07,-1.24785080865498,1.60081684711313e-11,trans,Towards UnRx
CAMTA1,ENSG00000171735,0.688814885829867,1.93620676752428e-05,0.88064971665092,3.36706910286007e-11,trans,Towards UnRx
CAPG,ENSG00000042493,-0.850043790437719,2.018290687138e-08,-0.956231260052168,8.15802349819378e-17,trans,Towards UnRx
CAPN1,ENSG00000014216,-0.56677924293481,0.000244945127897646,-0.745138651926045,3.02356170913321e-10,trans,Towards UnRx
CAPN2,ENSG00000162909,-0.972457978993591,1.33267082132601e-08,-1.52578425801074,9.75583242952972e-30,trans,Towards UnRx
CAPRIN1,ENSG00000135387,0.699449324058175,1.59593347561127e-06,0.48957345178046,1.05300185843742e-05,trans,Towards UnRx
CAPZB,ENSG00000077549,-0.769037359426012,4.57907617108216e-07,-0.601913326616252,3.93744785345055e-06,trans,Towards UnRx
CARD16,ENSG00000204397,0.999988357440049,3.19449972514747e-05,1.08326914322684,2.2752070634226e-10,trans,Towards UnRx
CASP1,ENSG00000137752,-0.606809547196098,0.00990843575805812,-0.431404625677228,0.0239890980563108,trans,Towards UnRx
CAV1,ENSG00000105974,-1.27604002953766,3.53983989717432e-05,-0.483710085631562,0.0431242625147657,trans,Towards UnRx
CAV2,ENSG00000105971,-0.701642179995516,0.000418662904611977,-1.55070610439778,2.6337373829213e-22,trans,Towards UnRx
CAVIN1,ENSG00000177469,-1.46852754736952,8.84360161214723e-09,-0.930550117755803,2.04937454951814e-06,trans,Towards UnRx
CBWD1,ENSG00000172785,-0.723185022261016,0.00033531236414148,-0.274503450178262,0.134595205727973,trans,Towards UnRx
CBWD1,ENSG00000172785,-0.723185022261016,0.00033531236414148,-0.274503450178262,0.134595205727973,trans,Towards UnRx
CBX1,ENSG00000108468,1.01518287729865,1.35547877233961e-08,0.948676547553108,2.83347551423971e-11,trans,Towards UnRx
CC2D1A,ENSG00000132024,-0.536458822717533,0.00428741710164233,-0.274599077775718,0.118768660815115,trans,Towards UnRx
CCDC115,ENSG00000136710,-0.548710246568143,0.00252633925388675,-0.38117081999033,0.011500255696626,trans,Towards UnRx
CCDC12,ENSG00000160799,-0.685844887676326,0.00106776518057028,-0.433578185250321,0.0127651350979987,trans,Towards UnRx
CCDC124,ENSG00000007080,-0.534693675080512,0.000216899209206261,-0.344441831484172,0.00504338313376249,trans,Towards UnRx
CCDC167,ENSG00000198937,1.96486642457202,1.1323466139072e-28,2.12372333172023,1.48141758102022e-51,trans,Towards UnRx
CCDC25,ENSG00000147419,0.884131538317971,2.30224729288829e-08,1.00518609293528,5.38168267870135e-17,trans,Towards UnRx
